platform,post_id,content_type,date_posted,likes,comments,shares,saves,retweets,clicks,views,impressions,reach,followers_at_time,demographic_segment,location,device_type,campaign_name,ad_spend,boosted,caption_text,hashtags,link_clicked,video_duration,engagement,engagement_rate,click_through_rate,conversion_rate
LinkedIn,POST01888,text,2024-03-19 16:00:00,50,5,8,1,2,27,1833,14001,10119,62721,35-44,Germany,desktop,Holiday Promo,296.28,False,Chance over treat rock perform.,"#organization, #thing",True,55.7,63,0.004499678594386115,0.001928433683308335,0.037037037037037035
Twitter,POST01889,text,2024-03-19 17:00:00,62,10,7,5,3,13,6379,14503,10370,77895,45-54,Nigeria,mobile,Holiday Promo,172.16,True,Along quickly there again.,"#report, #wife",False,147.8,79,0.0054471488657519135,0.0008963662690477832,0.0
Instagram,POST01890,reel,2024-03-19 18:00:00,47,6,5,4,8,13,4885,2738,14189,6985,25-34,Germany,mobile,Brand Awareness,489.26,False,Space guess require six soon if cultural wide.,"#reveal, #all",True,44.3,58,0.021183345507669833,0.004747991234477721,0.07692307692307693
Instagram,POST01891,reel,2024-03-19 19:00:00,58,7,5,3,7,20,8881,6433,7443,65564,18-24,UK,desktop,New Product Launch,322.38,False,Color son station head interest personal.,"#enter, #imagine",False,107.8,70,0.01088139281828074,0.00310896937665164,0.0
Twitter,POST01892,video,2024-03-19 20:00:00,52,5,8,0,6,31,4076,13925,15901,45465,18-24,US,desktop,Brand Awareness,115.4,False,Reduce first president work state enter.,"#suggest, #detail",False,178.0,65,0.00466786355475763,0.0022262118491921004,0.0
LinkedIn,POST01893,image,2024-03-19 21:00:00,57,5,6,1,6,20,5360,3597,16320,7627,18-24,UK,tablet,Summer Sale,235.59,True,Goal provide around next true seven small.,"#mind, #sense",True,61.8,68,0.01890464275785377,0.005560189046427579,0.05
Twitter,POST01894,text,2024-03-19 22:00:00,59,16,5,2,1,22,6268,4705,11940,53094,45-54,US,mobile,Holiday Promo,355.8,False,He left since couple region team.,"#unit, #room",False,110.9,80,0.01700318809776833,0.004675876726886291,0.0
LinkedIn,POST01895,reel,2024-03-19 23:00:00,48,11,6,9,4,19,4226,11699,10285,41004,35-44,Germany,desktop,Summer Sale,335.99,False,Current so half would.,"#soldier, #trouble",False,107.9,65,0.005556030429951278,0.0016240704333703735,0.0
Instagram,POST01896,image,2024-03-20 00:00:00,53,16,4,1,2,19,782,8583,3602,42031,45-54,UK,mobile,New Product Launch,123.16,False,Large memory staff here memory year.,"#modern, #put",True,107.0,73,0.008505184667365722,0.002213678201095188,0.05263157894736842
LinkedIn,POST01897,image,2024-03-20 01:00:00,59,4,5,2,4,23,5576,19382,12294,5757,45-54,Germany,mobile,Brand Awareness,323.92,True,Child buy cell detail.,"#blood, #use",False,171.6,68,0.003508409864823032,0.0011866680425136726,0.0
Facebook,POST01898,reel,2024-03-20 02:00:00,47,12,4,3,4,11,5226,9480,17497,41816,45-54,Germany,mobile,Brand Awareness,166.44,False,Across house here main want.,"#capital, #about",True,141.5,63,0.006645569620253164,0.001160337552742616,0.09090909090909091
Instagram,POST01899,text,2024-03-20 03:00:00,49,9,3,4,2,23,7768,19605,11248,48973,55+,Germany,mobile,New Product Launch,228.75,False,Action great reduce mouth but.,"#know, #family",True,1.6,61,0.0031114511604182606,0.0011731701096659016,0.043478260869565216
Facebook,POST01900,video,2024-03-20 04:00:00,48,7,5,1,5,26,1325,17895,8047,65046,45-54,UK,desktop,Summer Sale,334.57,True,Environment yourself hit care.,"#early, #final",True,5.0,60,0.003352891869237217,0.001452919810002794,0.038461538461538464
Twitter,POST01901,image,2024-03-20 05:00:00,48,13,7,2,4,21,4841,18408,15297,42216,25-34,US,tablet,Brand Awareness,290.5,False,Spend much pull end memory agency him.,"#meeting, #but",False,7.2,68,0.0036940460669274227,0.0011408083441981746,0.0
Twitter,POST01902,video,2024-03-20 06:00:00,52,11,6,3,1,29,1340,12377,11460,68146,35-44,Germany,mobile,New Product Launch,356.37,False,Yeah democratic plant vote commercial about role.,"#reduce, #road",False,65.6,69,0.005574856588834128,0.0023430556677708652,0.0
Twitter,POST01903,text,2024-03-20 07:00:00,40,7,8,3,2,16,8745,4108,10347,35486,18-24,Germany,tablet,Holiday Promo,190.92,False,Realize world become human member sit whether.,"#itself, #detail",False,79.1,55,0.013388510223953261,0.0038948393378773127,0.0
LinkedIn,POST01904,text,2024-03-20 08:00:00,46,10,6,6,4,20,6544,4788,6622,77421,55+,Nigeria,mobile,Brand Awareness,376.0,False,Something reflect something up.,"#rock, #against",False,145.3,62,0.012949039264828738,0.004177109440267335,0.0
Instagram,POST01905,video,2024-03-20 09:00:00,59,11,6,5,2,12,9460,7443,1995,81467,35-44,Nigeria,tablet,Brand Awareness,7.83,False,Large question TV onto.,"#some, #up",True,114.5,76,0.01021093645035604,0.0016122531237404273,0.08333333333333333
Twitter,POST01906,text,2024-03-20 10:00:00,43,8,4,3,2,14,8121,18274,5642,18663,35-44,UK,desktop,Brand Awareness,93.98,True,Item simply compare with hair such.,"#artist, #something",True,180.0,55,0.003009740615081537,0.0007661157929298456,0.07142857142857142
Twitter,POST01907,image,2024-03-20 11:00:00,51,12,3,1,6,19,803,19883,9148,50043,45-54,India,mobile,New Product Launch,486.61,True,Less thus form close minute tax.,"#someone, #card",False,142.9,66,0.0033194185988029974,0.0009555902026857114,0.0
Instagram,POST01908,video,2024-03-20 12:00:00,40,10,5,2,1,21,7722,9235,6825,92409,18-24,Germany,mobile,Summer Sale,43.36,False,Head job wide woman else.,"#finally, #method",True,157.2,55,0.005955603681645912,0.002273957769355712,0.047619047619047616
Twitter,POST01909,text,2024-03-20 13:00:00,51,7,8,2,2,16,8923,16834,5069,42809,35-44,UK,tablet,Summer Sale,330.95,True,Pm law analysis sport election you.,"#year, #above",False,32.8,66,0.003920636806463111,0.0009504574076274207,0.0
Facebook,POST01910,video,2024-03-20 14:00:00,48,4,6,2,5,19,7114,8056,5360,86062,25-34,US,desktop,Summer Sale,458.38,True,Card lot expect kind cup until.,"#others, #evidence",False,115.5,58,0.007199602780536246,0.0023584905660377358,0.0
Instagram,POST01911,image,2024-03-20 15:00:00,52,11,5,2,4,25,5623,827,5077,13191,18-24,UK,mobile,New Product Launch,429.77,True,Edge doctor become do religious necessary gun federal.,"#wonder, #stuff",True,26.8,68,0.08222490931076179,0.030229746070133012,0.04
Instagram,POST01912,text,2024-03-20 16:00:00,52,15,6,6,5,10,3434,6210,3721,8385,25-34,Germany,tablet,New Product Launch,456.38,False,Card see point big success art.,"#answer, #responsibility",False,121.5,73,0.011755233494363929,0.001610305958132045,0.0
Instagram,POST01913,image,2024-03-20 17:00:00,45,7,9,4,10,22,8674,6407,8029,78847,55+,US,desktop,Summer Sale,491.95,True,Child write first movement.,"#necessary, #record",False,145.7,61,0.009520836584985173,0.0034337443421257998,0.0
Facebook,POST01914,text,2024-03-20 18:00:00,56,11,9,3,1,14,5381,4940,13091,34653,35-44,Nigeria,desktop,Holiday Promo,178.64,True,Soon bank suggest way note parent.,"#year, #animal",True,54.0,76,0.015384615384615385,0.002834008097165992,0.07142857142857142
Instagram,POST01915,reel,2024-03-20 19:00:00,47,10,6,2,1,13,8808,11135,16792,8861,55+,Germany,tablet,New Product Launch,165.08,False,Arrive majority machine year view pay visit production.,"#arrive, #Congress",True,30.1,63,0.0056578356533453075,0.0011674898967220476,0.07692307692307693
Facebook,POST01916,text,2024-03-20 20:00:00,51,7,4,1,6,33,2537,6733,17888,80094,25-34,Nigeria,desktop,Summer Sale,60.43,True,Their against responsibility Mr cup name news cost.,"#remember, #measure",False,42.7,62,0.00920837665230952,0.004901232734293777,0.0
Instagram,POST01917,video,2024-03-20 21:00:00,47,11,5,1,5,19,6723,2999,3337,1946,55+,Germany,mobile,Summer Sale,100.75,True,Check require because election law.,"#character, #involve",True,146.0,63,0.02100700233411137,0.006335445148382794,0.05263157894736842
LinkedIn,POST01918,text,2024-03-20 22:00:00,52,14,4,4,5,29,6532,12210,14649,9587,25-34,US,desktop,Holiday Promo,326.44,True,Not wind former significant attention work return.,"#question, #a",False,98.5,70,0.005733005733005733,0.002375102375102375,0.0
Twitter,POST01919,image,2024-03-20 23:00:00,53,15,3,5,6,13,2830,12173,878,63297,45-54,Germany,desktop,New Product Launch,165.57,True,Civil similar security bag door.,"#its, #item",True,96.6,71,0.005832580300665407,0.0010679372381500042,0.07692307692307693
LinkedIn,POST01920,image,2024-03-21 00:00:00,38,13,10,4,6,18,1054,13231,6673,82757,45-54,Germany,mobile,Brand Awareness,170.57,True,Challenge instead party star.,"#crime, #card",True,103.8,61,0.004610384702592397,0.0013604413876502153,0.05555555555555555
Twitter,POST01921,text,2024-03-21 01:00:00,44,8,3,1,5,20,6020,18749,12738,13099,55+,UK,mobile,Brand Awareness,322.96,True,Human cell between outside glass add high.,"#wear, #through",False,88.6,55,0.0029334897861219263,0.0010667235585897915,0.0
Facebook,POST01922,video,2024-03-21 02:00:00,58,12,7,4,5,21,3360,16611,4288,39433,25-34,India,desktop,New Product Launch,52.31,False,Teach strong cold dream ok every.,"#sign, #how",False,155.4,77,0.004635482511588706,0.0012642225031605564,0.0
LinkedIn,POST01923,reel,2024-03-21 03:00:00,56,12,9,2,4,17,1269,5168,10533,42174,35-44,UK,tablet,New Product Launch,27.97,True,Social listen church.,"#upon, #building",True,91.3,77,0.01489938080495356,0.003289473684210526,0.058823529411764705
Instagram,POST01924,video,2024-03-21 04:00:00,48,16,2,4,8,20,3082,7042,9904,62148,18-24,India,mobile,Holiday Promo,401.42,True,Door data artist put different instead wife.,"#use, #production",True,107.3,66,0.00937233740414655,0.0028401022436807723,0.05
Twitter,POST01925,reel,2024-03-21 05:00:00,43,17,7,1,2,23,1282,9811,3935,79654,55+,India,mobile,Summer Sale,394.92,False,Hold course body attention view wrong.,"#or, #conference",False,176.4,67,0.006829069411884619,0.002344307410049944,0.0
Twitter,POST01926,image,2024-03-21 06:00:00,42,10,3,2,4,17,8372,13705,9716,56112,35-44,US,tablet,Brand Awareness,192.55,True,Growth whole two ahead.,"#deal, #clearly",True,82.0,55,0.004013133892739876,0.001240423203210507,0.058823529411764705
LinkedIn,POST01927,video,2024-03-21 07:00:00,56,7,8,4,4,20,1258,19721,510,40718,25-34,Germany,mobile,Holiday Promo,296.53,False,Whom water red determine.,"#price, #safe",True,33.7,71,0.0036002231124182345,0.0010141473556107702,0.05
Facebook,POST01928,reel,2024-03-21 08:00:00,58,7,8,1,4,22,5560,19763,9072,20403,25-34,Nigeria,tablet,Holiday Promo,119.04,True,Decision pull city itself several Mr chance.,"#rise, #between",True,101.3,73,0.003693771188584729,0.0011131913171077265,0.045454545454545456
LinkedIn,POST01929,text,2024-03-21 09:00:00,65,9,4,3,2,17,1194,3915,10223,42355,55+,Germany,mobile,Holiday Promo,183.82,True,Establish bring cut these floor.,"#somebody, #figure",True,126.8,78,0.01992337164750958,0.004342273307790549,0.058823529411764705
Facebook,POST01930,image,2024-03-21 10:00:00,53,9,6,3,2,22,2489,5342,4861,93431,35-44,India,desktop,Brand Awareness,18.2,False,Area successful night join generation director school.,"#they, #song",False,22.5,68,0.01272931486334706,0.0041183077499064025,0.0
Facebook,POST01931,text,2024-03-21 11:00:00,53,8,4,7,4,14,6521,7264,7912,15226,55+,India,desktop,Summer Sale,136.8,True,Despite quickly traditional response.,"#identify, #who",True,29.2,65,0.008948237885462555,0.0019273127753303965,0.07142857142857142
Twitter,POST01932,image,2024-03-21 12:00:00,43,3,4,4,3,19,3258,13315,8745,51816,45-54,US,tablet,Summer Sale,8.19,True,Off pass feel any report hear health.,"#form, #consumer",True,4.4,50,0.003755163349605708,0.001426962072850169,0.05263157894736842
LinkedIn,POST01933,video,2024-03-21 13:00:00,51,11,5,3,2,28,8383,14772,11269,90792,25-34,UK,desktop,Brand Awareness,212.04,False,Area nor wear.,"#knowledge, #create",True,134.0,67,0.004535607906850799,0.0018954779312212293,0.03571428571428571
LinkedIn,POST01934,video,2024-03-21 14:00:00,55,6,5,1,6,19,290,19238,6055,97274,45-54,India,tablet,Holiday Promo,259.86,False,Activity call provide.,"#detail, #article",False,36.4,66,0.0034307100530200645,0.0009876286516269882,0.0
Facebook,POST01935,image,2024-03-21 15:00:00,40,12,7,3,4,23,1355,14355,6966,23323,55+,India,desktop,Summer Sale,247.67,False,Indeed individual right.,"#fly, #standard",True,162.2,59,0.0041100661790316965,0.001602229188436085,0.043478260869565216
LinkedIn,POST01936,image,2024-03-21 16:00:00,50,17,3,2,3,26,3729,16497,366,39525,25-34,UK,tablet,Brand Awareness,170.36,True,Paper traditional interesting modern gun before structure decision.,"#traditional, #individual",True,92.8,70,0.004243195732557435,0.0015760441292356187,0.038461538461538464
Instagram,POST01937,image,2024-03-21 17:00:00,62,8,3,3,4,20,4764,886,2159,45971,55+,Nigeria,tablet,New Product Launch,103.47,True,Southern plan long.,"#floor, #oil",True,171.9,73,0.08239277652370203,0.022573363431151242,0.05
Instagram,POST01938,video,2024-03-21 18:00:00,57,10,2,3,5,15,6977,8224,10590,43212,18-24,UK,desktop,Holiday Promo,227.17,False,About miss care evidence media great television.,"#range, #hear",False,69.0,69,0.008390077821011673,0.0018239299610894942,0.0
LinkedIn,POST01939,reel,2024-03-21 19:00:00,47,5,3,2,5,25,3885,16907,14055,71780,35-44,UK,mobile,New Product Launch,434.96,True,Among knowledge inside eye few change.,"#help, #simple",False,172.0,55,0.0032530904359141183,0.0014786774708700537,0.0
LinkedIn,POST01940,text,2024-03-21 20:00:00,41,13,3,5,4,23,1104,4518,7137,82707,25-34,UK,mobile,Brand Awareness,491.61,False,Leave newspaper phone win real watch.,"#after, #area",False,176.0,57,0.012616201859229747,0.005090748118636565,0.0
Facebook,POST01941,text,2024-03-21 21:00:00,52,9,4,3,3,22,563,6212,14684,39785,25-34,India,tablet,Brand Awareness,156.36,True,Fact manage smile better language.,"#teacher, #little",False,23.4,65,0.010463618802318095,0.0035415325177076628,0.0
Instagram,POST01942,video,2024-03-21 22:00:00,62,7,3,0,4,20,6712,17061,12472,25780,45-54,Nigeria,tablet,Summer Sale,487.21,True,Put society wonder deal throughout within court.,"#land, #law",False,22.5,72,0.004220151222085458,0.0011722642283570717,0.0
Instagram,POST01943,text,2024-03-21 23:00:00,54,22,6,2,3,13,9840,7045,14784,74987,18-24,US,desktop,New Product Launch,217.28,False,Rest professional suddenly western.,"#care, #magazine",False,76.2,82,0.01163946061036196,0.0018452803406671398,0.0
Twitter,POST01944,image,2024-03-22 00:00:00,51,8,6,2,4,14,9810,9901,13334,8570,45-54,US,desktop,Brand Awareness,306.64,False,Early test indicate seat discover good item benefit.,"#list, #American",False,74.5,65,0.006564993435006565,0.001413998586001414,0.0
Facebook,POST01945,reel,2024-03-22 01:00:00,48,7,7,1,4,32,8072,7570,11462,11727,35-44,US,desktop,Summer Sale,401.86,True,Challenge herself interesting site.,"#bag, #end",True,117.0,62,0.008190224570673713,0.004227212681638045,0.03125
Twitter,POST01946,text,2024-03-22 02:00:00,50,7,8,3,1,19,1729,11601,8304,71828,55+,Germany,tablet,Brand Awareness,179.71,True,Weight marriage admit my source home rise simple.,"#standard, #enjoy",False,20.3,65,0.005602965261615378,0.0016377898457029566,0.0
Instagram,POST01947,reel,2024-03-22 03:00:00,43,11,4,7,4,18,9457,3414,8572,6280,18-24,Germany,desktop,New Product Launch,104.14,False,Company near left suffer.,"#recognize, #baby",False,136.1,58,0.01698886936145284,0.005272407732864675,0.0
Facebook,POST01948,image,2024-03-22 04:00:00,43,9,4,1,3,14,5982,9794,8064,67832,45-54,US,desktop,Brand Awareness,136.54,True,Truth election then money.,"#rich, #available",True,40.5,56,0.005717786399836635,0.0014294465999591588,0.07142857142857142
LinkedIn,POST01949,text,2024-03-22 05:00:00,54,10,5,6,6,22,5692,12974,14060,31979,55+,Nigeria,desktop,Brand Awareness,419.31,False,Author off could they deep note.,"#create, #them",True,27.1,69,0.005318328965623555,0.0016956990904886697,0.045454545454545456
Facebook,POST01950,video,2024-03-22 06:00:00,52,6,6,6,7,21,7882,19470,11579,55023,35-44,UK,tablet,Holiday Promo,467.24,True,Item must affect hard try interview senior.,"#example, #more",False,143.0,64,0.0032871083718541347,0.0010785824345146378,0.0
LinkedIn,POST01951,reel,2024-03-22 07:00:00,46,15,7,3,6,20,8638,8042,16002,82117,35-44,UK,tablet,Brand Awareness,64.24,True,Bit sell ever.,"#outside, #card",False,14.5,68,0.00845560805769709,0.002486943546381497,0.0
LinkedIn,POST01952,image,2024-03-22 08:00:00,43,14,10,2,3,19,5489,5695,8875,88155,18-24,India,desktop,Brand Awareness,347.26,True,Author ten read whole arrive.,"#usually, #official",True,128.1,67,0.011764705882352941,0.0033362598770851626,0.05263157894736842
Facebook,POST01953,reel,2024-03-22 09:00:00,46,10,3,1,3,22,549,7050,3804,2647,18-24,India,tablet,Brand Awareness,17.45,True,Range per administration dinner admit.,"#condition, #about",False,20.0,59,0.008368794326241135,0.003120567375886525,0.0
LinkedIn,POST01954,text,2024-03-22 10:00:00,46,14,3,5,2,18,8997,10481,3699,97095,25-34,India,mobile,Holiday Promo,437.48,False,Culture shoulder group trial wife some about west.,"#ask, #kid",True,133.2,63,0.0060108768247304645,0.0017173933784944185,0.05555555555555555
Twitter,POST01955,text,2024-03-22 11:00:00,61,7,4,3,3,8,3141,11605,2961,78144,35-44,UK,tablet,New Product Launch,428.41,True,Purpose job us.,"#bed, #wish",False,142.3,72,0.006204222317966394,0.0006893580353295993,0.0
Instagram,POST01956,video,2024-03-22 12:00:00,44,6,2,1,6,19,3427,5415,14857,23425,25-34,Germany,desktop,Holiday Promo,387.3,False,Fish go beyond Democrat per light nature.,"#task, #tax",False,105.2,52,0.009602954755309326,0.0035087719298245615,0.0
LinkedIn,POST01957,image,2024-03-22 13:00:00,46,7,1,3,7,22,7868,1452,14189,25872,55+,Germany,desktop,Summer Sale,412.19,False,Player discuss growth can century sister.,"#foot, #much",True,63.3,54,0.0371900826446281,0.015151515151515152,0.045454545454545456
Twitter,POST01958,image,2024-03-22 14:00:00,59,15,4,3,4,16,9822,1098,13161,25274,18-24,US,tablet,New Product Launch,302.17,True,Card child talk attack white debate.,"#letter, #statement",False,42.5,78,0.07103825136612021,0.014571948998178506,0.0
LinkedIn,POST01959,video,2024-03-22 15:00:00,42,5,6,6,5,12,6024,4518,6564,54399,25-34,India,desktop,Summer Sale,73.65,False,Identify speech charge heavy material stop.,"#long, #shake",False,145.6,53,0.011730854360336431,0.0026560424966799467,0.0
